mOBJECTID,STATEFP,CD119FP,GEOID,GEOIDFQ,NAMELSAD,LSAD,CDSESSN,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,OFFICE_ID,BIOGUIDE_ID,OFFICE_AUDIT_ID,PREFIX,FIRSTNAME,MIDDLENAME,LASTNAME,SUFFIX,LISTING_NAME,PHONE,WEBSITEURL,VACANT,CONTACTFORMURL,PHOTOURL,FACE_BOOK_URL,TWITTER_URL,YOUTUBE_URL,INSTAGRAM_URL,FLICKR_URL,PARTY,DISTRICT,STATE,VACANCY,ROOM_NUM,HOB,COMMITTEE_ASSIGNMENTS,LAST_UPDATED,Shape__Area,Shape__Length
360,47,05,4705,5001900US4705,Congressional District 5,C2,119,G5200,N,5332901512,47351684,+35.7342733,-086.9001246,TN05,O000175,00010862,Mr. ,Andrew,,Ogles,,"Ogles, Andrew",54311,https://ogles.house.gov,N,https://ogles.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tn05_ogles.jpg,https://www.facebook.com/RepAndyOgles/,https://x.com/repogles,https://youtube.com/@repandyogles,https://www.instagram.com/repandyogles/,,R,05,,,151,CHOB,Financial Services,,8183208685.21094,885209.57736905
361,47,06,4706,5001900US4706,Congressional District 6,C2,119,G5200,N,15330316665,324862139,+36.2213771,-085.5732424,TN06,R000612,00010515,Mr. ,John,W.,Rose,,"Rose, John",54231,https://johnrose.house.gov/,N,https://johnrose.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tn06_johnrose.jpg,http://www.facebook.com/repjohnrose,http://twitter.com/repjohnrose,http://www.youtube.com/HouseConference,http://instagram.com/housegop/,,R,06,,,2238,LHOB,Agriculture;Financial Services,,24103885480.7227,1106786.3596973
362,47,04,4704,5001900US4704,Congressional District 4,C2,119,G5200,N,16765631925,244455225,+35.4060411,-086.1466352,TN04,D000616,00009700,Mr. ,Scott,,DesJarlais,,"DesJarlais, Scott",56831,https://desjarlais.house.gov/,N,https://desjarlais.house.gov/email-me,https://ziplook.house.gov/zip/pictures/tn04_desjarlais.jpg,https://www.facebook.com/ScottDesJarlaisTN04,,https://www.youtube.com/user/scottdesjarlaistn04,,,R,04,,,2304,RHOB,Agriculture;Armed Services,,25656502329.0039,1287408.76612352
363,47,02,4702,5001900US4702,Congressional District 2,C2,119,G5200,N,6672129578,281648367,+36.1017485,-083.8871560,TN02,B001309,00010514,Mr. ,Tim,,Burchett,,"Burchett, Tim",55435,https://burchett.house.gov,N,https://burchett.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/tn02_burchett.jpg,http://www.facebook.com/reptimburchett,http://twitter.com/reptimburchett,http://www.youtube.com/HouseConference,http://instagram.com/reptimburchett/,,R,02,,,1122,LHOB,Foreign Affairs;Oversight and Gov Reform;Transportation,,10675389463.9219,901404.962930101
364,47,07,4707,5001900US4707,Congressional District 7,C2,119,G5200,N,15258452276,370649250,+36.0082944,-087.5547864,TN07,G000590,00010516,Mr. ,Mark,E.,Green,,"Green, Mark",52811,https://clerk.house.gov/Members#Vacancies,Y,,https://ziplook.house.gov/zip/pictures/tn07_green.jpg,https://www.facebook.com/RepMarkGreenTN/,https://twitter.com/repmarkgreen,,https://www.instagram.com/repmarkgreen/,,R,07,,1,2446,RHOB,Foreign Affairs;Homeland Security,,23940309726.9414,1061280.33810082
365,48,13,4813,5001900US4813,Congressional District 13,C2,119,G5200,N,90920416854,664013905,+34.9281693,-100.7089677,TX13,J000304,00010674,Mr. ,Ronny,,Jackson,,"Jackson, Ronny",53706,https://jackson.house.gov,N,https://jackson.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx13_jackson.jpg,https://www.facebook.com/RepRonnyJackson/,https://twitter.com/RepRonnyJackson,https://www.youtube.com/channel/UCXhohNmrQ0R-c-5Nv2VfD9g,https://instagram.com/RepRonnyJackson,,R,13,,,446,CHOB,Agriculture;Armed Services;Foreign Affairs,,136625697507.902,2467154.95591723
366,48,20,4820,5001900US4820,Congressional District 20,C2,119,G5200,N,464897579,1238526,+29.4553754,-098.6182940,TX20,C001091,00009947,Mr. ,Joaquin,,Castro,,"Castro, Joaquin",53236,https://castro.house.gov,N,https://castro.house.gov/contact,https://ziplook.house.gov/zip/pictures/tx20_castro.jpg,https://www.facebook.com/pages/Congressman-Joaquin-Castro/326420614138023?fref=ts,https://twitter.com/JoaquinCastrotx,https://www.youtube.com/user/JoaquinCastroTX,https://instagram.com/joaquincastrotx,,D,20,,,2241,RHOB,Foreign Affairs;Intelligence (Permanent),,616953449.90625,244952.281640003
367,48,03,4803,5001900US4803,Congressional District 3,C2,119,G5200,N,3718504755,156086324,+33.1717883,-096.2920850,TX03,S001224,00010864,Mr. ,Keith,,Self,,"Self, Keith",54201,https://keithself.house.gov,N,https://keithself.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tx03_self.jpg,https://facebook.com/repkeithself,https://x.com/repkeithself,,https://instagram.com/repkeithself,,R,03,,,1113,LHOB,Foreign Affairs;Veterans' Affairs,,5545127198.22656,452811.048494666
368,48,09,4809,5001900US4809,Congressional District 9,C2,119,G5200,N,563446760,6373016,+29.6006630,-095.4395938,TX09,G000553,00010885,Mr. ,Al,,Green,,"Green, Al",57508,https://algreen.house.gov,N,https://algreen.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tx09_green.jpg,https://www.facebook.com/repalgreen,https://twitter.com/RepAlGreen,https://www.youtube.com/user/RepAlGreen/videos,https://www.instagram.com/repalgreen/,,D,09,,,2347,RHOB,Financial Services,,756402856.136719,240720.722280897
369,48,01,4801,5001900US4801,Congressional District 1,C2,119,G5200,N,24513290326,1046947452,+32.4896964,-094.5647255,TX01,M001224,00010863,Mr. ,Nathaniel,,Moran,,"Moran, Nathaniel",53035,https://moran.house.gov,N,https://moran.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx01_moran.jpg,https://facebook.com/RepNateMoran,https://twitter.com/RepNateMoran,https://youtube.com/@RepNateMoran,https://instagram.com/RepNateMoran,,R,01,,,1541,LHOB,Education and Workforce;Foreign Affairs;the Judiciary,,36037832740.9375,1701300.46574979
370,48,08,4808,5001900US4808,Congressional District 8,C2,119,G5200,N,7376881028,394836744,+30.5599302,-095.2337378,TX08,L000603,00010865,Mr. ,Morgan,,Luttrell,,"Luttrell, Morgan",54901,https://luttrell.house.gov,N,https://luttrell.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tx08_luttrell.jpg,https://www.facebook.com/profile.php?id=100089328790942,https://x.com/repluttrell,,https://www.instagram.com/repluttrelltx,,R,08,,,1320,LHOB,Armed Services;Homeland Security;Veterans' Affairs,,10515726048.3516,766282.431559011
371,48,14,4814,5001900US4814,Congressional District 14,C2,119,G5200,N,6347563825,2641596845,+29.4066527,-094.7458431,TX14,W000814,00009945,Mr. ,Randy,K.,Weber,Sr.,"Weber, Randy",52831,https://weber.house.gov,N,https://weber.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx14_weber.jpg,https://www.facebook.com/TXRandy14,https://twitter.com/TXRandy14,https://youtube.com/TXRandy14,https://instagram.com/TXRandy14,,R,14,,,107,CHOB,"Energy and Commerce;Science, Space, and Technology",,11899718006.3984,964099.465649079
372,48,33,4833,5001900US4833,Congressional District 33,C2,119,G5200,N,566659016,17707263,+32.6929076,-097.2546071,TX33,V000131,00009950,Mr. ,Marc,A.,Veasey,,"Veasey, Marc",59897,https://veasey.house.gov,N,https://veasey.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/tx33_veasey.jpg,http://www.facebook.com/CongressmanMarcVeasey,http://twitter.com/RepVeasey,http://www.youtube.com/marcveasey,http://instagram.com/repveasey,,D,33,,,2348,RHOB,Armed Services;Energy and Commerce,,828838667.683594,525220.553522787
373,48,16,4816,5001900US4816,Congressional District 16,C2,119,G5200,N,817097843,2266338,+31.8121490,-106.4056841,TX16,E000299,00010523,Ms. ,Veronica,,Escobar,,"Escobar, Veronica",54831,https://escobar.house.gov,N,https://escobar.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx16_escobar.jpg,https://www.facebook.com/RepEscobar,https://twitter.com/RepEscobar,https://www.youtube.com/channel/UC46TX2P8K0CA_4gZv8_R2Og/featured,https://www.instagram.com/repescobar/,,D,16,,,2448,LHOB,Armed Services;Ethics;the Judiciary,,1138067566.08203,249548.793234759
374,48,30,4830,5001900US4830,Congressional District 30,C2,119,G5200,N,919972390,37740380,+32.6547523,-096.8171647,TX30,C001130,00010867,Ms. ,Jasmine,,Crockett,,"Crockett, Jasmine",58885,https://crockett.house.gov,N,https://crockett.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tx30_crockett.jpg,https://facebook.com/RepJasmine,https://x.com/RepJasmine,https://youtube.com/@RepJasmine,https://instagram.com/RepJasmine,,D,30,,,1616,LHOB,Agriculture;Oversight and Gov Reform,,1354748254.35156,294256.656192564
375,48,35,4835,5001900US4835,Congressional District 35,C2,119,G5200,N,1348701789,17447875,+30.0078722,-097.8392996,TX35,C001131,00010869,Mr. ,Greg,,Casar,,"Casar, Greg",55645,https://casar.house.gov,N,https://casar.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tx35_casar.jpg,https://www.facebook.com/repcasar/,https://x.com/RepCasar,,https://www.instagram.com/repcasar/,,D,35,,,1339,LHOB,Agriculture;Oversight and Gov Reform,,1828129249.89453,540567.19225786
376,48,05,4805,5001900US4805,Congressional District 5,C2,119,G5200,N,9316514957,486135047,+32.5546322,-095.8149222,TX05,G000589,00010520,Mr. ,Lance,,Gooden,,"Gooden, Lance",53484,https://gooden.house.gov,N,https://gooden.house.gov/email-me,https://ziplook.house.gov/zip/pictures/tx05_gooden.jpg,http://www.facebook.com/RepGooden,http://twitter.com/RepLanceGooden,http://www.youtube.com/channel/UCaEs0pYlL_1cLlPBHfl0RIg/featured,,,R,05,,,2431,RHOB,the Judiciary;Transportation,,13837461483.875,1088935.0878241
377,48,12,4812,5001900US4812,Congressional District 12,C2,119,G5200,N,2498622568,78048488,+32.8213284,-097.6645150,TX12,G000601,00011022,Mr. ,Craig,A.,Goldman,,"Goldman, Craig",55071,https://craiggoldman.house.gov/,N,https://craiggoldman.house.gov/contact,https://ziplook.house.gov/zip/pictures/tx12_goldman.jpg,https://www.facebook.com/people/Congressman-Craig-Goldman/61571449239416/,https://x.com/RepCraigGoldman,,https://www.instagram.com/repcraiggoldman/,,R,12,,,1716,LHOB,Appropriations,,3658851986.82813,469893.021486866
378,48,24,4824,5001900US4824,Congressional District 24,C2,119,G5200,N,701237257,16305962,+32.9013523,-097.0747912,TX24,V000134,00010678,Ms. ,Beth,,Van Duyne,,"Van Duyne, Beth",56605,https://vanduyne.house.gov,N,https://vanduyne.house.gov/e-mail-me,https://ziplook.house.gov/zip/pictures/tx24_vanduyne.jpg,https://www.facebook.com/RepBethVanDuyne/,https://twitter.com/RepBethVanDuyne,,https://www.instagram.com/repbethvanduyne/?hl=en,,R,24,,,1725,LHOB,Small Business;Ways and Means,,1020910211.17578,335189.128126122
379,48,32,4832,5001900US4832,Congressional District 32,C2,119,G5200,N,386222012,5373576,+32.8661912,-096.7497020,TX32,J000310,00011025,Ms. ,Julie,,Johnson,,"Johnson, Julie",52231,https://juliejohnson.house.gov/,N,https://juliejohnson.house.gov/contact,https://ziplook.house.gov/zip/pictures/tx32_johnson.jpg,https://www.facebook.com/people/Representative-Julie-Johnson/61569064997067/,https://x.com/RepJulieJohnson,,https://www.instagram.com/repjuliejohnson/,,D,32,,,221,CHOB,Foreign Affairs;Transportation,,556822006.609375,301589.857250248
380,48,34,4834,5001900US4834,Congressional District 34,C2,119,G5200,N,10675560205,3318247495,+26.7281401,-097.6059239,TX34,G000581,00010868,Mr. ,Vicente,,Gonzalez,,"Gonzalez, Vicente",52531,https://gonzalez.house.gov,N,https://gonzalez.house.gov/address_authentication?form=/contact/email,https://ziplook.house.gov/zip/pictures/tx34_gonzalez.jpg,https://www.facebook.com/RepVicenteGonzalez/,https://x.com/RepGonzalez,,https://www.instagram.com/repvicentegonzalez/,,D,34,,,154,CHOB,Financial Services,,17617970519.707,914179.298592939
381,48,36,4836,5001900US4836,Congressional District 36,C2,119,G5200,N,15396910199,973394804,+30.3685502,-094.3770652,TX36,B001291,00010231,Mr. ,Brian,,Babin,,"Babin, Brian",51555,https://babin.house.gov,N,https://babin.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx36_babin.jpg,http://www.facebook.com/RepBrianBabin,http://twitter.com/RepBrianBabin,http://www.youtube.com/channel/UCPVEZgw-VbDRbLV1MRGVQNQ,https://www.instagram.com/rep.brianbabin/,,R,36,,,2236,RHOB,"Science, Space, and Technology;Transportation",,22066144619.4219,1056306.26610253
382,48,38,4838,5001900US4838,Congressional District 38,C2,119,G5200,N,796886243,7097372,+29.9448468,-095.6158850,TX38,H001095,00010871,Mr. ,Wesley,,Hunt,,"Hunt, Wesley",55646,https://hunt.house.gov,N,https://hunt.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tx38_hunt.jpg,https://facebook.com/RepWesleyHunt/,https://x.com/RepWPH,https://www.youtube.com/@repwesleyhunt,https://www.instagram.com/repwph/,,R,38,,,1520,LHOB,Natural Resources;Small Business;the Judiciary,,1074472999.30469,329051.735388755
383,48,06,4806,5001900US4806,Congressional District 6,C2,119,G5200,N,15173486385,417525392,+32.0096811,-096.2659539,TX06,E000071,00010712,Mr. ,Jake,,Ellzey,,"Ellzey, Jake",52002,https://ellzey.house.gov/,N,https://ellzey.house.gov/contact,https://ziplook.house.gov/zip/pictures/tx06_ellzey.jpg,https://www.facebook.com/RepJakeEllzey,https://twitter.com/RepEllzey,,,,R,06,,,1721,LHOB,Appropriations;Small Business,,21747532959.8477,1333887.22171764
384,48,17,4817,5001900US4817,Congressional District 17,C2,119,G5200,N,27032092035,581275440,+31.2569376,-096.0314622,TX17,S000250,00010675,Mr. ,Pete,,Sessions,,"Sessions, Pete",56105,https://sessions.house.gov,N,https://sessions.house.gov/email-us,https://ziplook.house.gov/zip/pictures/tx17_sessions.jpg,https://www.facebook.com/petesessions,https://twitter.com/PeteSessions,,,,R,17,,,2204,RHOB,Financial Services;Oversight and Gov Reform,,37902693094.3203,1859771.38926047
385,48,18,4818,5001900US4818,Congressional District 18,C2,119,G5200,N,597655029,3511684,+29.9858736,-095.3457951,TX18,T000489,00011023,Mr. ,Sylvester,,Turner,,"Turner, Sylvester",53816,https://clerk.house.gov/members/TX18/vacancy,Y,,https://ziplook.house.gov/zip/pictures/tx18_turner.jpg,https://www.facebook.com/repsturner,https://x.com/RepSTurner,,https://www.instagram.com/RepSTurner/,,D,18,,1,1318,LHOB,Homeland Security;the Budget;the Judiciary,,802562379.71875,385541.40178819
386,48,25,4825,5001900US4825,Congressional District 25,C2,119,G5200,N,23296841376,364143111,+32.5667056,-098.4408153,TX25,W000816,00009949,Mr. ,Roger,,Williams,,"Williams, Roger",59896,https://williams.house.gov,N,https://williams.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/tx25_williams.jpg,http://www.facebook.com/RepRogerWilliams,http://twitter.com/RepRWilliams,http://www.youtube.com/channel/UCBtfmMMQarjtLB9U_pWMOhw,https://instagram.com/reprwilliams/,,R,25,,,2336,RHOB,Financial Services;Small Business,,33406053991.7031,1274123.82766115
387,48,37,4837,5001900US4837,Congressional District 37,C2,119,G5200,N,578850986,9133993,+30.3005289,-097.7743605,TX37,D000399,00010870,Mr. ,Lloyd,,Doggett,,"Doggett, Lloyd",54865,https://doggett.house.gov,N,https://doggett.house.gov/zip_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tx37_doggett.jpg,https://facebook.com/replloyddoggett,https://x.com/replloyddoggett,https://youtube.com/user/doggett,https://instagram.com/replloyddoggett,,D,37,,,2307,RHOB,Joint Taxation;the Budget;Ways and Means,,791683368.449219,254305.99843786
388,48,15,4815,5001900US4815,Congressional District 15,C2,119,G5200,N,16136807426,167950356,+27.9642869,-098.1036986,TX15,D000594,00010866,Ms. ,Monica,,De La Cruz,,"De La Cruz, Monica",59901,https://delacruz.house.gov,N,https://delacruz.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx15_delacruz.jpg,https://facebook.com/RepMonicaDLC,https://twitter.com/RepMonicaDLC,http://www.youtube.com/@RepMonicaDLC,https://instagram.com/RepMonicaDLC,,R,15,,,1415,LHOB,Agriculture;Financial Services,,20992482375.6016,1540591.80696981
389,48,04,4804,5001900US4804,Congressional District 4,C2,119,G5200,N,13472662318,596347096,+33.4694232,-095.8246567,TX04,F000246,00010672,Mr. ,Pat,,Fallon,,"Fallon, Pat",56673,https://fallon.house.gov,N,https://fallon.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx04_fallon.jpg,https://facebook.com/RepPatFallon,https://twitter.com/RepPatFallon,https://youtube.com/RepPatFallon,https://instagram.com/RepPatFallon,,R,04,,,2416,LHOB,Armed Services;Oversight and Gov Reform,,20272758573.8672,1829450.26625336
390,48,28,4828,5001900US4828,Congressional District 28,C2,119,G5200,N,29415246724,291563171,+27.7069786,-098.8616303,TX28,C001063,00007535,Mr. ,Henry,,Cuellar,,"Cuellar, Henry",51640,https://cuellar.house.gov/,N,https://cuellar.house.gov/contact/sendmeanemail.htm,https://ziplook.house.gov/zip/pictures/tx28_cuellar.jpg,https://www.facebook.com/repcuellar/,https://twitter.com/RepCuellar,http://www.youtube.com/user/henrycuellar,https://www.instagram.com/repcuellar,,D,28,,,2372,RHOB,Appropriations,,38073643249.4434,1519106.70375822
391,48,29,4829,5001900US4829,Congressional District 29,C2,119,G5200,N,532578465,9525246,+29.7755977,-095.3050273,TX29,G000587,00010525,Ms. ,Sylvia,R.,Garcia,,"Garcia, Sylvia",51688,https://sylviagarcia.house.gov/,N,https://sylviagarcia.house.gov/zip_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/tx29_garcia.jpg,http://www.facebook.com/RepSylviaGarcia,http://twitter.com/repsylviagarcia,http://www.youtube.com/channel/UCkDqAfUk6rg2namKW5dtQYA,http://instagram.com/repsylviagarcia/,,D,29,,,2419,RHOB,Financial Services,,722448177.289063,314472.468122014
392,48,10,4810,5001900US4810,Congressional District 10,C2,119,G5200,N,19859381300,341539860,+30.2092119,-096.5640501,TX10,M001157,00007530,Mr. ,Michael,T.,McCaul,,"McCaul, Michael",52401,https://mccaul.house.gov,N,https://mccaul.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/tx10_mccaul.jpg,http://www.facebook.com/michaeltmccaul,http://twitter.com/RepMcCaul,http://www.youtube.com/user/MichaelTMcCaul,http://instagram.com/congressman_mccaul,,R,10,,,2300,RHOB,Foreign Affairs;Homeland Security,,27143531874.3906,1358671.2260175
393,48,02,4802,5001900US4802,Congressional District 2,C2,119,G5200,N,1627829605,80706923,+30.0951301,-095.2555652,TX02,C001120,00010518,Mr. ,Dan,,Crenshaw,,"Crenshaw, Dan",56565,https://crenshaw.house.gov/,N,https://crenshaw.house.gov/email-me,https://ziplook.house.gov/zip/pictures/tx02_crenshaw.jpg,https://www.facebook.com/RepDanCrenshaw/,https://twitter.com/RepDanCrenshaw,https://www.youtube.com/channel/UC2XDiCjAHtJqnSEzrHAY5IQ,https://www.instagram.com/dancrenshawtx/,,R,02,,,248,CHOB,Energy and Commerce;Intelligence (Permanent),,2290055287.98047,355504.466970379
394,48,07,4807,5001900US4807,Congressional District 7,C2,119,G5200,N,338548784,5418078,+29.6061408,-095.6795105,TX07,F000468,00010522,Mrs.,Lizzie,,Fletcher,,"Fletcher, Lizzie",52571,https://fletcher.house.gov,N,https://fletcher.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx07_fletcher.jpg,https://www.facebook.com/RepFletcher/,https://twitter.com/RepFletcher,https://www.youtube.com/channel/UCIWDLoDPvawP118TNWi-9rg,https://www.instagram.com/repfletcher/,,D,07,,,346,CHOB,Energy and Commerce,,457275584.933594,250137.421538181
395,48,22,4822,5001900US4822,Congressional District 22,C2,119,G5200,N,8175305113,1424798112,+29.1238360,-095.9876658,TX22,N000026,00010676,Mr. ,Troy,E.,Nehls,,"Nehls, Troy",55951,https://nehls.house.gov,N,https://nehls.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/tx22_nehls.jpg,https://www.facebook.com/RepTroyNehls/,https://twitter.com/RepTroyNehls,,https://www.instagram.com/reptroynehls/,,R,22,,,1104,LHOB,the Judiciary;Transportation,,12625758597.6641,985423.797009426
396,48,21,4821,5001900US4821,Congressional District 21,C2,119,G5200,N,16309946223,92197647,+30.0154814,-098.9146568,TX21,R000614,00010524,Mr. ,Chip,,Roy,,"Roy, Chip",54236,https://roy.house.gov,N,https://roy.house.gov/address_authentication?form=/contact/email-me,https://ziplook.house.gov/zip/pictures/tx21_roy.jpg,http://www.facebook.com/RepChipRoy,http://twitter.com/RepChipRoy,,,,R,21,,,103,CHOB,Rules;the Budget;the Judiciary,,21953497774.6953,949921.704007262
397,48,11,4811,5001900US4811,Congressional District 11,C2,119,G5200,N,49742610173,359707433,+31.3938385,-099.9805848,TX11,P000048,00010673,Mr. ,August,,Pfluger,,"Pfluger, August",53605,https://pfluger.house.gov,N,https://pfluger.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx11_pfluger.jpg,https://www.facebook.com/RepAugustPfluger,https://twitter.com/RepPfluger,https://www.youtube.com/channel/UC8bJT16wpa7co50ELvpMTTg,https://www.instagram.com/repaugustpfluger/,,R,11,,,1124,LHOB,Energy and Commerce;Homeland Security,,68968543965.5039,1682284.86275932
398,48,26,4826,5001900US4826,Congressional District 26,C2,119,G5200,N,5091241186,237259728,+33.4652019,-097.3824604,TX26,G000603,00011024,Mr. ,Brandon,,Gill,,"Gill, Brandon",57772,https://gill.house.gov/,N,https://gill.house.gov/contact,https://ziplook.house.gov/zip/pictures/tx26_gill.jpg,https://www.facebook.com/RepBrandonGill/,https://x.com/RepBrandonGill,,https://www.instagram.com/repbrandongill/,,R,26,,,1305,LHOB,Energy and Commerce;Rules;the Budget,,7659743866.98438,803387.213728178
399,48,19,4819,5001900US4819,Congressional District 19,C2,119,G5200,N,78138885063,235505935,+33.1884575,-101.4436953,TX19,A000375,00010377,Mr. ,Jodey,C.,Arrington,,"Arrington, Jodey",54005,https://arrington.house.gov,N,https://arrington.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx19_arrington.jpg,https://www.facebook.com/JodeyArrington/,https://twitter.com/reparrington?lang=en,,https://www.instagram.com/repjodeyarrington/,,R,19,,,1107,LHOB,the Budget;Ways and Means,,112234214001.496,1628898.59293124
400,48,23,4823,5001900US4823,Congressional District 23,C2,119,G5200,N,152261436067,447595567,+30.3784090,-102.3570257,TX23,G000594,00010677,Mr. ,Tony,,Gonzales,,"Gonzales, Tony",54511,https://gonzales.house.gov,N,https://gonzales.house.gov/contact,https://ziplook.house.gov/zip/pictures/tx23_gonzales.jpg,https://www.facebook.com/RepTonyGonzales/,https://twitter.com/RepTonyGonzales,,,,R,23,,,2244,RHOB,Appropriations;Homeland Security,,205928279971.512,3617067.69680432
401,48,31,4831,5001900US4831,Congressional District 31,C2,119,G5200,N,14537356417,259138142,+31.2412960,-097.8098235,TX31,C001051,00007121,Mr. ,John,R.,Carter,,"Carter, John",53864,https://carter.house.gov/,N,https://carter.house.gov/contact/,https://ziplook.house.gov/zip/pictures/tx31_carter.jpg,https://www.facebook.com/judgecarter,https://twitter.com/JudgeCarter,https://www.youtube.com/user/RepJohnCarter,https://www.instagram.com/judgecarter/,,R,31,,,2208,RHOB,Appropriations,,20312406265.1914,1135692.27661095
402,48,27,4827,5001900US4827,Congressional District 27,C2,119,G5200,N,27008555741,3215920016,+28.7484113,-097.2271464,TX27,C001115,00010412,Mr. ,Michael,,Cloud,,"Cloud, Michael",57742,https://cloud.house.gov,N,https://cloud.house.gov/contact,https://ziplook.house.gov/zip/pictures/tx27_cloud.jpg,https://www.facebook.com/RepCloud,https://twitter.com/RepCloudTX,https://youtube.com/RepCloudTX,https://www.instagram.com/repcloudtx/,,R,27,,,171,CHOB,Appropriations,,39468523285.5879,1161884.22406414
403,49,03,4903,5001900US4903,Congressional District 3,C2,119,G5200,N,74372074663,634853446,+39.1348769,-109.9333993,UT03,K000403,00011026,Mr. ,Mike,,Kennedy,,"Kennedy, Mike",57751,https://mikekennedy.house.gov/,N,https://mikekennedy.house.gov/contact,https://ziplook.house.gov/zip/pictures/ut03_kennedy.jpg,,https://x.com/repmikekennedy/,,https://www.instagram.com/repmikekennedy/,,R,03,,,1626,LHOB,Energy and Commerce;Natural Resources,,125131132331.938,2410375.43885226
404,49,01,4901,5001900US4901,Congressional District 1,C2,119,G5200,N,26602606977,2810006013,+41.4801190,-112.5372057,UT01,M001213,00010679,Mr. ,Blake,D.,Moore,,"Moore, Blake",50453,https://blakemoore.house.gov,N,https://blakemoore.house.gov/contact,https://ziplook.house.gov/zip/pictures/ut01_moore.jpg,https://facebook.com/repblakemoore,https://x.com/repblakemoore,https://www.youtube.com/@RepBlakeMoore,https://instagram.com/repblakemoore,,R,01,,,1131,LHOB,the Budget;Ways and Means,,52417909165.7891,1174287.34962645
405,49,04,4904,5001900US4904,Congressional District 4,C2,119,G5200,N,11372345817,388991392,+39.7629045,-111.7718005,UT04,O000086,00010680,Mr. ,Burgess,,Owens,,"Owens, Burgess",53011,https://owens.house.gov,N,https://owens.house.gov/contact,https://ziplook.house.gov/zip/pictures/ut04_owens.jpg,https://www.facebook.com/CongressmanBurgessOwens/,https://twitter.com/RepBurgessOwens,https://www.youtube.com/channel/UCxeB7xjbLDJM9Yw6brXsX6Q,https://www.instagram.com/repburgessowens/,,R,04,,,309,CHOB,Education and Workforce;Transportation,,19926071041.7813,944525.233145955
406,49,02,4902,5001900US4902,Congressional District 2,C2,119,G5200,N,101574854842,2129313101,+38.7304990,-112.5627162,UT02,M001228,00010950,Ms.,Celeste,,Maloy,,"Maloy, Celeste",59730,https://maloy.house.gov,N,https://maloy.house.gov/contact/,https://ziplook.house.gov/zip/pictures/ut02_maloy.jpg,,,,,,R,02,,,166,CHOB,,,170810794813.395,2380266.81944908
407,50,00,5000,5001900US5000,Congressional District (at Large),C1,119,G5200,N,23872594714,1030642813,+44.0589536,-072.6710173,VT00,B001318,00010873,Ms. ,Becca,,Balint,,"Balint, Becca",54115,https://balint.house.gov,N,https://balint.house.gov/contact/,https://ziplook.house.gov/zip/pictures/vt00_balint.jpg,https://facebook.com/repbeccab,https://twitter.com/repbeccab,,https://instagram.com/repbeccab,,D,00,,,1408,LHOB,the Budget;the Judiciary,,48271748240.3398,1280898.21124587
408,51,03,5103,5001900US5103,Congressional District 3,C2,119,G5200,N,653643355,505688326,+36.9553465,-076.3272145,VA03,S000185,00007178,Mr. ,Robert,C. ""Bobby"",Scott,,"Scott, Robert",58351,https://bobbyscott.house.gov,N,https://bobbyscott.house.gov/address_authentication?form=/contact,https://ziplook.house.gov/zip/pictures/va03_scottrobertcbobby.jpg,http://www.facebook.com/RepBobbyScott/,http://twitter.com/bobbyscott,http://www.youtube.com/repbobbyscott,http://instagram.com/repbobbyscott,,D,03,,,2328,RHOB,Education and Workforce;the Budget,,1820193044.94141,266546.71343855
